State of Origin,Industry of Origin (ANZSIC06),Commodity by SITC,Frequency,Country of Destination,Time,Value,Flags
"Northern Territory","Total","TOTAL","Monthly","Canada","Sep-2013",12668.384,
"Northern Territory","Total","TOTAL","Monthly","Canada","Oct-2013",11793.067,
"Northern Territory","Total","TOTAL","Monthly","Canada","Nov-2013",51.925,
"Northern Territory","Total","TOTAL","Monthly","Canada","Dec-2013",14002.226,
"Northern Territory","Total","TOTAL","Monthly","Canada","Jan-2014",7.075,
"Northern Territory","Total","TOTAL","Monthly","Canada","Feb-2014",25.089,
"Northern Territory","Total","TOTAL","Monthly","Canada","Mar-2014",22.64,
"Northern Territory","Total","TOTAL","Monthly","Canada","Apr-2014",12500.081,
"Northern Territory","Total","TOTAL","Monthly","Canada","May-2014",9,
"Northern Territory","Total","TOTAL","Monthly","Cook Islands","Nov-2013",3.78,
"Northern Territory","Total","TOTAL","Monthly","Fiji","Nov-2013",12.397,
"Northern Territory","Total","TOTAL","Monthly","Fiji","Dec-2013",6.825,
"Northern Territory","Total","TOTAL","Monthly","Fiji","Mar-2014",28.668,
"Northern Territory","Total","TOTAL","Monthly","Fiji","May-2014",32.665,
"Northern Territory","Total","TOTAL","Monthly","Malaysia","Aug-2013",4620.678,
"Northern Territory","Total","TOTAL","Monthly","Malaysia","Sep-2013",155.351,
"Northern Territory","Total","TOTAL","Monthly","Malaysia","Oct-2013",7779.541,
"Northern Territory","Total","TOTAL","Monthly","Malaysia","Nov-2013",9147.617,
"Northern Territory","Total","TOTAL","Monthly","Malaysia","Dec-2013",308.846,
"Northern Territory","Total","TOTAL","Monthly","Malaysia","Jan-2014",8881.614,
